Region,District,Chiefdom,Section,wp name,GEOCODE,Photo,wp type,wp_func,wp_susta,wp_suita,ownership,maintenance,WASH comm,decl_ODF,extrac_type,time_repair,chlorination
North,Koinadugu,Sengbe,Kamandu Sokurala,Kamandu Sokurala water point,c1u4zkk9,//akvoflow-110.s3.amazonaws.com/images/ca221358-96d7-4b8f-b69a-cc9bd9047143.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,No
North,Koinadugu,Mongo,Mansadu,Hand dug well,by9u2jpd,//akvoflow-110.s3.amazonaws.com/images/f1021300-d753-4f91-9c1b-4d8ff91c2bcd.jpg,Unprotected dug well,Yes - But damaged,Seasonal,Yes,Community,WASH management committee,Yes,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,Yes
North,Koinadugu,Nieni,Sanfiya,Hand dug well,bcs1pg04,//akvoflow-110.s3.amazonaws.com/images/477db313-a78f-496a-9f98-dbdd7d7ec174.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,School,WASH management committee,Yes,No,Hand pump,Water point has never broken down,Yes
North,Tonkolili,Yoni,Mile 91,community,at0t1t7s,//akvoflow-110.s3.amazonaws.com/images/fef03e46-92f4-4534-b9bb-60961eda7e9f.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,No,Community,Other community group,No,No,,Water point has never broken down,
North,Koinadugu,Nieni,Firawa,Firawa bore hole,bxydh9tm,//akvoflow-110.s3.amazonaws.com/images/e51c7fd2-f5ad-455d-92ab-b6da586d928a.jpg,Tube well or borehole,No - Still under construction,Always water,Uknown,Community,Other community group,No,No,Don't know,I don't know,No
North,Port Loko,TMS,Robaka,Thamu Sesay Compound,baslp4uh,//akvoflow-110.s3.amazonaws.com/images/51448e6b-3c0e-433d-bce9-b74dbfbaadf3.jpg,Protected dug well,No - Broken down,Always water,Yes,Community,Other community group,No,No,Hand pump,More than a year,No
North,Tonkolili,,mabbkoh,MPM primary school mabbakoh,b04adw7f,//akvoflow-110.s3.amazonaws.com/images/aafa129f-08e1-4621-99ae-d20500692c63.jpg,Tube well or borehole,Yes – Functional (but not in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Less than a week,Yes
North,Port Loko,Kaffu Bullom,Rotifunk town,community well,az37kfj4,//akvoflow-110.s3.amazonaws.com/images/e26d17d2-05b6-479a-8991-b506b4f4d805.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,No
North,Bombali,Makari Gbanti,Mabaibana,community water point 3,bd7qq0t7,//akvoflow-110.s3.amazonaws.com/images/3843cb19-3967-42db-9529-7e8e5f2a26de.jpg,Tube well or borehole,No - Broken down,Dry always / Never water,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,No
North,Koinadugu,Diang,Yara,Hand dug well,bttlhtyw,//akvoflow-110.s3.amazonaws.com/images/f01ab472-7c94-4cde-b7b6-c17e3f1a4e7c.jpg,Protected dug well,No - Broken down,Always water,No,Community,No management,No,No,Hand pump,More than a year,No
North,Bombali,Gbendembu Ngowahun,Mambala,School Well,bpqpduhz,//akvoflow-110.s3.amazonaws.com/images/1b5cda04-f05f-4cd2-811d-f4edbad94b69.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,School,WASH management committee,Yes,No,Hand pump,Water point has never broken down,No
North,Port Loko,TMS,Bumbeh,Ya Kanu Sesay,bdtwiwze,//akvoflow-110.s3.amazonaws.com/images/5151e673-79e3-46b0-b6f3-06e1989d662e.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,Yes,Hand pump,Over a month,No
North,Koinadugu, Folosaba Dembelia,Musaia,Nigia,cggee1zt,//akvoflow-110.s3.amazonaws.com/images/685027a0-240a-4445-bf48-9d0921d8ddd7.jpg,Sand/Sub-surface dam (with well or standpipe),No - Still under construction,Dry always / Never water,Uknown,Community,Other Institution,Yes,No,Gravity,Water point has never broken down,Unkown
North,Port Loko,Marampa,34 Ernest Bai Koroma Street Lunsar,Anty  Kady water point,b32p130y,//akvoflow-110.s3.amazonaws.com/images/53d38ed5-1ae4-4fe0-a3d9-24093954097c.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,No,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,No
North,Port Loko,Lokomasama,Petifu community,Petifu communityHealth Center m,b3gr3nlw,//akvoflow-110.s3.amazonaws.com/images/4da6edaf-3c05-4f92-8720-2b10c503f0b1.jpg,Protected dug well,No - Broken down,Always water,Yes,Health Facility,NGO,Yes,Yes,Hand pump,Over a month,Yes
North,Bombali,Gbendembu Ngowahun,madina loko,mosque,blr9pcv0,//akvoflow-110.s3.amazonaws.com/images/454f2f4c-82c9-4daa-a46a-d54d59b968b4.jpg,Protected dug well,Yes – Functional (but not in use),Seasonal,Yes,Community,Local council,Yes,No,Submersible pump,Over a week,Yes
North,Bombali,Sella Limba,Kawula,Kawula Com well 2.,c2iv2rrk,//akvoflow-110.s3.amazonaws.com/images/958a189c-86e0-4372-8b49-ec7570301536.jpg,Protected dug well,No - Broken down,Seasonal,Uknown,Community,NGO,Yes,Yes,Hand pump,More than a year,No
North,Port Loko,Lokomasama,Petifu Junction,S L M B Primary School,b3cr0r6t,//akvoflow-110.s3.amazonaws.com/images/2da564b9-0c7c-403e-bcb0-c0f628635536.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,School,School,Yes,Yes,Hand pump,Over a week,No
North,Port Loko,Buya Romende,Foredugu,Six Mile Water Point,b65xilhv,//akvoflow-110.s3.amazonaws.com/images/9c35a526-ee7c-47f8-aa50-da3b5c131514.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Community elders,No,No,Hand pump,Over a week,Yes
North,Port Loko,Marampa,Angels Quarter Lunsar,Angels Quarter Stand pipe,b398sqi8,//akvoflow-110.s3.amazonaws.com/images/7e123f0c-b9e0-456d-9d51-9960cdd56e58.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Always water,Yes,Community,Other community group,No,Yes,,More than a year,
North,Tonkolili,Sambaya,Dakawalia,Dakawalia MCHP,bduxflrb,//akvoflow-110.s3.amazonaws.com/images/21b21f0c-e497-4f07-b709-f8db73f6091c.jpg,Unprotected dug well,No - Under rehabilitation,Dry always / Never water,No,Health Facility,Health Facility,No,Yes,Hand pump,More than a year,No
North,Bombali,Tambakha,Fintonia,Fintonia Community Tap,ccftmsna,//akvoflow-110.s3.amazonaws.com/images/167fc228-d1fc-4a7c-8843-4f1f533335ee.jpg,Unprotected spring,No - Broken down,Seasonal,Yes,Community,WASH management committee,Yes,No,,Over a month,No
North,Port Loko,Marampa,Chandatha Village,Community water well2,b3649t4a,//akvoflow-110.s3.amazonaws.com/images/82c398a7-5ca2-40b3-912b-bfcd052d7f9d.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,Other community group,Yes,No,Hand pump,Water point has never broken down,Yes
North,Tonkolili,Kholifa Rowala,masoko,masoko,b4blgts1,//akvoflow-110.s3.amazonaws.com/images/7c10de51-2e49-44a8-818a-ce972f3a0596.jpg,Tube well or borehole,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Less than a week,Yes
North,Bombali,Biriwa,Manjoru,BDEC Primary School Well,btp7q1na,//akvoflow-110.s3.amazonaws.com/images/f159a2d3-2319-48a0-9462-75c421f1d9c8.jpg,Protected dug well,No - Broken down,Seasonal,Yes,School,WASH management committee,Yes,No,Hand pump,More than a year,Yes
North,Port Loko,Buya Romende,Mabureh Mende,St.Scholastica Primary School Water well2,b7v95x02,//akvoflow-110.s3.amazonaws.com/images/9b5e282c-a434-42ae-9a9f-d37c948788fc.jpg,Protected dug well,No - Under rehabilitation,Seasonal,Yes,School,No management,No,Yes,Hand pump,More than a year,No
North,Bombali,Makari Gbanti,Makoth,chief compound water point,b9b497jv,//akvoflow-110.s3.amazonaws.com/images/9317bb7a-ff0c-4814-8218-d08ca4a288d5.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Water point has never broken down,Yes
North,Koinadugu,Mongo,Kamaron,Hand dug well,bxctpd9p,//akvoflow-110.s3.amazonaws.com/images/7debae92-9024-4ce6-949a-9639e19884b5.jpg,Protected dug well,Yes - But damaged,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,Yes
North,Bombali,Gbendembu Ngowahun,Mahanadi,community,bkty0x3i,//akvoflow-110.s3.amazonaws.com/images/22b5f817-71f5-4f36-af93-389f2420a4c6.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Local council,Yes,Don't know,Hand pump,Less than a week,No
North,Koinadugu, Wara Wara Yagala,Kabala,Pump lane water point,c84bbq6y,//akvoflow-110.s3.amazonaws.com/images/154701e6-4db9-47c7-89dc-7a06819e23a3.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,Yes,Yes,Hand pump,Water point has never broken down,Yes
North,Bombali,Magbaimba Ndorwahun,Mangahun,community pump,br97ql2s,//akvoflow-110.s3.amazonaws.com/images/a358784d-854b-4e46-ba13-6afc69e30f9b.jpg,Tube well or borehole,No - Broken down,Seasonal,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Less than a week,No
North,Bombali,Sella Limba,Kamagbenkaray,com school kamagbenkaray well.,c6oaa6qg,//akvoflow-110.s3.amazonaws.com/images/80bb2d8a-42cb-4121-8c88-af93a17bfe8e.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,School,NGO,Yes,Yes,Hand pump,Over a month,No
North,Koinadugu,Nieni,Sumbaria,Hand dug well,ba1179og,//akvoflow-110.s3.amazonaws.com/images/ac7a0bba-2582-4891-9205-4ab03fa1387b.jpg,Protected dug well,Yes – Functional (but not in use),Always water,Yes,School,School,No,No,Hand pump,Water point has never broken down,Yes
North,Bombali,Gbendembu Ngowahun,Makump,Community Well,bj7zu19p,//akvoflow-110.s3.amazonaws.com/images/a9008ccd-3e21-430b-994b-73f96e6a1a1e.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a week,No
North,Port Loko,TMS,GbantI,Community,bg2cfbps,//akvoflow-110.s3.amazonaws.com/images/ff2c4e39-4d65-4a71-ba2f-f5a259e851af.jpg,Protected spring,Yes – Functional (and in use),Seasonal,Yes,Community,Community member,No,Yes,,Water point has never broken down,
North,Bombali,Sella Limba,Kasekeya,Kasekeya com well.,c31ax3r3,//akvoflow-110.s3.amazonaws.com/images/14f07d99-0ba5-4cb2-9623-daa6dea1e895.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a month,Yes
North,Koinadugu,Kasunko,Tankorosidiya,School well,c3v7cprf,//akvoflow-110.s3.amazonaws.com/images/9384065b-2359-4b89-ab0f-884261627954.jpg,Protected dug well,No - Broken down,Seasonal,Yes,School,Other community group,No,No,Hand pump,More than a year,No
North,Port Loko,Sanda Magbolont,Mankneh,DEC Mankneh,blpkdudp,//akvoflow-110.s3.amazonaws.com/images/cbc46064-b1d0-4c3b-929d-b91820d6b3ef.jpg,Protected dug well,No - Broken down,Seasonal,Yes,School,School,Yes,Yes,Hand pump,Over a month,Yes
North,Koinadugu, Wara Wara Yagala,Mamudiakoro,community well,camex9po,//akvoflow-110.s3.amazonaws.com/images/c3d4df8a-3f1b-42dd-8d71-2f735c86b0c9.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,Yes,Hand pump,Over a month,No
North,Koinadugu,Sengbe,Bambukoro 2,mosque well,c6g8bwb9,//akvoflow-110.s3.amazonaws.com/images/354177eb-eac5-4a59-82de-d8f4bb01b30e.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,Hand pump,Water point has never broken down,No
North,Port Loko,Lokomasama,Maforay wallah,School well,b8qns77l,//akvoflow-110.s3.amazonaws.com/images/d3cfa399-7eec-4156-bc5d-6b64abb9f5d2.jpg,Protected dug well,Yes - But damaged,Seasonal,Yes,School,School,Yes,Yes,Hand pump,Less than a week,No
North,Koinadugu,Sulima,Kalia,community well,cg9i46lg,//akvoflow-110.s3.amazonaws.com/images/dcafc2c8-5d30-46ef-ac73-0f5af0384987.jpg,Unprotected dug well,No - Broken down,Seasonal,No,Community,Other community group,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No
North,Bombali,Gbendembu Ngowahun,Maqui,Community Well,bmq0l3xe,//akvoflow-110.s3.amazonaws.com/images/4ab46d82-ca13-47ba-b860-ef153289598d.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,No
North,Koinadugu,Mongo,Seria,Hand dug well,c2sbmfn1,//akvoflow-110.s3.amazonaws.com/images/9af468f8-05e4-4944-8609-e71a1206d350.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,No,Community,WASH management committee,Yes,No,Hand pump,Over a month,Yes
North,Tonkolili,Yoni,s,Simbeck,akd70c2k,//akvoflow-110.s3.amazonaws.com/images/cc4738a3-39ad-41bc-8ab6-4b2d9252c23b.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,Uknown,No,No,Hand pump,Water point has never broken down,Yes
North,Tonkolili,Tane,matotoka,matotoka chc tap,b1pcfgn4,//akvoflow-110.s3.amazonaws.com/images/24ee5c6c-7682-4678-89b4-679163cfafc2.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Health Facility,Health Facility,Yes,No,tap,Water point has never broken down,
North,Bombali,Tambakha,Fintonia,Edunation Hope Academy Preparatory School,cclryuey,//akvoflow-110.s3.amazonaws.com/images/dbd37021-a78a-46a8-a293-6cbfbfbc51ba.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,School,School,No,No,Hand pump,Over a month,No
North,Bombali,Libeisaygahun,Gbonka,Community well,bj1trg2t,//akvoflow-110.s3.amazonaws.com/images/d683743a-695d-4a77-89f8-fe5fcd3a1139.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a week,No
North,Port Loko,Kaffu Bullom,kasongha,community well,azadyk0p,//akvoflow-110.s3.amazonaws.com/images/22f8c618-8db2-49c1-ae6b-da66593bb500.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,Yes,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,No
North,Port Loko,Dibia,gbainti,community well,bfumzce3,//akvoflow-110.s3.amazonaws.com/images/ffed4a50-d5d7-44b4-aca1-c9dfc99894d2.jpg,Unprotected dug well,Yes - But damaged,Seasonal,No,Community,WASH management committee,Yes,Yes,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,No
North,Tonkolili,Kholifa Rowala,Mafanta,Mafanta Correctional water point,b34192g0,//akvoflow-110.s3.amazonaws.com/images/ba4693c3-e89c-444c-b113-f997e56efb11.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Other Institution,WASH management committee,Yes,No,Hand pump,Less than a week,No
North,Koinadugu,Dembelia-Sinkunia,Sinkunia,Falaba road tap,cl39pqox,//akvoflow-110.s3.amazonaws.com/images/925570c1-3167-4ee3-844c-ad4a61b7aab1.jpg,Sand/Sub-surface dam (with well or standpipe),Yes – Functional (and in use),Always water,Yes,Community,Other community group,Yes,Yes,Gravity,Over a month,No
North,Port Loko,Marampa,31Ernest Bai Koroma St,31 Ernest Bai Koroma Water point Lunsar,b3246wuf,//akvoflow-110.s3.amazonaws.com/images/0ceecd30-18a7-4aa3-89f6-89cd2a069595.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,Yes,Hand pump,Water point has never broken down,Yes
North,Port Loko,Masimera,Mabankry Bana,John Mansaray,axnif9z1,//akvoflow-110.s3.amazonaws.com/images/6338219c-82be-48b9-83ef-8850b1954e64.jpg,Tube well or borehole,Yes – Functional (and in use),Seasonal,Yes,Private Individual,individual,No,No,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,No
North,Koinadugu,Diang,Kondembaia,Hand dug well,bz0eub7o,//akvoflow-110.s3.amazonaws.com/images/58d75947-5faf-4a40-9dd5-61307af07a9f.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a week,Yes
North,Koinadugu,Diang,Kondembaia,Stand pipe,bz3px06z,//akvoflow-110.s3.amazonaws.com/images/8a0b4eff-dc11-4b00-bd9e-ec3c5fb7f680.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Health Facility,Health Facility,No,No,Submersible pump,Water point has never broken down,
North,Port Loko,Masimera,Magbaemgbeh,R.C Primary School,awq4yj3b,//akvoflow-110.s3.amazonaws.com/images/07dd6f18-8b77-4c36-ace1-c294b6c4e8bb.jpg,Protected dug well,No - Broken down,Seasonal,Yes,School,Uknown,No,No,Hand pump,Over a month,No
North,Port Loko,Sanda Magbolont,Gbonko Limba,King Fahad Primary School water point,boux2tp9,//akvoflow-110.s3.amazonaws.com/images/b4450847-f1bb-4a71-98c2-8137e8552680.jpg,Protected dug well,Yes – Functional (but not in use),Seasonal,Yes,School,WASH management committee,Yes,Yes,Hand pump,More than a year,No
North,Koinadugu,Nieni,Tilikoro,Pulley wellť,bkebe4ab,//akvoflow-110.s3.amazonaws.com/images/41b6d178-c52f-4c03-9935-144ca44adee1.jpg,Unprotected dug well,No - Broken down,Dry always / Never water,No,Community,No management,No,No,Surface pump,More than a year,No
North,Bombali,Sanda Tendaran,Madina,school pump,breyc0gy,//akvoflow-110.s3.amazonaws.com/images/9304409e-4b3d-4fbe-a0d3-14d5afc5451e.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,School,School,Unknown,Don't know,Hand pump,Water point has never broken down,Yes
North,Port Loko,Marampa,police barrack Lunsar,police bartack watet point 5,b31xn54i,//akvoflow-110.s3.amazonaws.com/images/94b01945-33a7-4305-90c5-c8093ae38bcf.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,Yes,Hand pump,Water point has never broken down,Yes
North,Tonkolili,Tane,mayan village,mpm pri school water point,b1r15olj,//akvoflow-110.s3.amazonaws.com/images/773a07a5-7c10-493b-a7b4-723b4c618ece.jpg,Protected dug well,No - Broken down,Always water,Yes,School,School,Yes,Yes,Hand pump,More than a year,No
North,Koinadugu,Sulima,Limbaia,school well,cit3w82n,//akvoflow-110.s3.amazonaws.com/images/8383f94f-9b23-45de-917c-b60318196e5c.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,School,School,Yes,No,Hand pump,Over a month,No
North,Bombali,Tambakha,Samaia,Samaia Community Well,c4yz8c2s,//akvoflow-110.s3.amazonaws.com/images/5a48f404-458a-402c-8bed-e3ddcfc70b7e.jpg,Protected dug well,No - Still under construction,Seasonal,Yes,Community,No management,Yes,No,incomplete,Water point has never broken down,No
North,Port Loko,Sanda Magbolont,Kanorkie,Kanorkie primary School water point,bree3cee,//akvoflow-110.s3.amazonaws.com/images/fc0dbfb1-1367-4876-b053-011a3acc199b.jpg,Protected dug well,No - Under rehabilitation,Seasonal,Yes,School,WASH management committee,Yes,Yes,Hand pump,More than a year,No
North,Bombali,Makari Gbanti,Yainkassa,Mosque water point,b85fwvtp,//akvoflow-110.s3.amazonaws.com/images/3469c6f6-d9da-4266-a221-5aa879b1840d.jpg,Tube well or borehole,No - Broken down,Always water,Yes,Community,Other community group,Yes,No,No pump,I don't know,No
North,Tonkolili,Tane,matotoka,matotoka chc tap,b1p72k73,//akvoflow-110.s3.amazonaws.com/images/047b1c86-39dc-44ea-902c-6390cc089ed1.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Health Facility,Health Facility,Yes,No,tap,Water point has never broken down,
North,Koinadugu,Dembelia-Sinkunia,Sinkunia,kingsway tap,cl3lmesg,//akvoflow-110.s3.amazonaws.com/images/daa7c5d6-d94e-43aa-ba7d-3e59eecc40a3.jpg,Sand/Sub-surface dam (with well or standpipe),Yes – Functional (and in use),Seasonal,Yes,Community,Uknown,Yes,No,Gravity,More than a year,No
North,Port Loko,Dibia,Gbinti,Mosque Well,bftn9c52,//akvoflow-110.s3.amazonaws.com/images/7876717b-1586-42c1-9d54-11df0744f3d9.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,Yes,Hand pump,Water point has never broken down,Yes
North,Port Loko,Marampa,Madibo Cemetery Area,Mr Jueh water well,b3cachvl,//akvoflow-110.s3.amazonaws.com/images/54c0b818-6195-418a-b86f-b76e2864de87.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,Yes,Hand pump,Water point has never broken down,Yes
North,Koinadugu, Folosaba Dembelia,Dogoloya,DEC primary school water point,ce2j7gyf,//akvoflow-110.s3.amazonaws.com/images/9b0a1906-52e3-4597-a33e-d0464288e947.jpg,Sand/Sub-surface dam (with well or standpipe),No - Still under construction,Dry always / Never water,No,SALWACO,SALWACO,Yes,No,Hydram pump,Water point has never broken down,Unkown
North,Koinadugu,Nieni,Gbenikoro,Public Tap,bk7wdx17,//akvoflow-110.s3.amazonaws.com/images/cc9a3700-8d63-4409-bca7-c554d96cfa66.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Surface pump,Over a month,
North,Bombali,Sella Limba,Kamakwie 2,Slmb Sch well.,c4kzjl3u,//akvoflow-110.s3.amazonaws.com/images/79c263a9-77c1-47b6-a995-723104865914.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,School,School,No,No,Hand pump,Over a week,Yes
North,Koinadugu, Wara Wara Yagala,Shangai Compound,NEC office water point,c7khgzya,//akvoflow-110.s3.amazonaws.com/images/515f3212-c937-4b5a-b944-06bd198ca204.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,No,Hand pump,I don't know,No
North,Bombali,Sella Limba,Kamakwie 2.,Amitab Guest house Well kamakwie 2.,c4ftscei,//akvoflow-110.s3.amazonaws.com/images/844303d8-f007-4876-98da-84e5beae23e0.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,No,Hand pump,Over a week,Yes
North,Port Loko,Maforki,Rogbere Village,Rogbere C H C Water well,b3yd67js,//akvoflow-110.s3.amazonaws.com/images/d207aff4-c6d2-485e-82c2-254a6dd1fce0.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Health Facility,Health Facility,Yes,Yes,Hand pump,Over a month,Yes
North,Port Loko,Marampa,St Peter Street Lunsar,Cathlic primariy school water point 2,b2vcome8,//akvoflow-110.s3.amazonaws.com/images/2dfea00d-8cde-4d64-96eb-b4af3f6afbbd.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,School,School,No,Yes,tap,Water point has never broken down,
North,Koinadugu,Sengbe,Farandugu,Tankakeyla,c3nrfknk,//akvoflow-110.s3.amazonaws.com/images/67317296-0fc8-4642-b3e6-131395560a44.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,More than a year,No
North,Koinadugu, Folosaba Dembelia,Dogoloya,CHC water point,ce1kobwr,//akvoflow-110.s3.amazonaws.com/images/a6089dc1-0448-40df-8ef1-3fc4fc501150.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Health Facility,Health Facility,Yes,No,Hand pump,More than a year,Yes
North,Bombali,Biriwa,Kamabai,Kamabai Multi-Purpose Community Well .2,bobxl2nj,//akvoflow-110.s3.amazonaws.com/images/84838183-a0be-438d-9191-254645457976.jpg,Protected dug well,No - Broken down,Seasonal,No,Community,Other community group,No,No,Hand pump,More than a year,No
North,Tonkolili,Yoni,Mile 91,Bo road,asfor9mo,//akvoflow-110.s3.amazonaws.com/images/046d0777-239a-4511-81d3-b6a0b46dd78a.jpg,Protected dug well,Yes - But damaged,Seasonal,Yes,Community,No management,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,Yes
North,Bombali,Safroko Limba,Mathadi,Mathadi Primary School Community Well,bf3w9a81,//akvoflow-110.s3.amazonaws.com/images/09ae551d-4b7d-4c13-acfe-cd533013300e.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a month,No
North,Bombali,Sella Limba,Kasigirie,Bdec pri sch kasigirie well.,c21q9qa3,//akvoflow-110.s3.amazonaws.com/images/261fed15-f09a-4bc9-ac5d-976f94d8918c.jpg,Protected dug well,No - Broken down,Seasonal,Yes,School,WASH management committee,Yes,No,Hand pump,Over a week,No
North,Tonkolili,Yoni,Mile 91,community,at14d1od,//akvoflow-110.s3.amazonaws.com/images/eedaf27c-4cc3-4adf-b5db-be867634fb73.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Other community group,No,No,"Hand manual (e.g. rope pump, rope & bucket)",More than a year,Yes
North,Port Loko,Masimera,Maforay-loko,Maforay-loko well,azb7q43r,//akvoflow-110.s3.amazonaws.com/images/1afb38f2-3390-4c69-b43c-fb67659adeb7.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,Yes,Hand pump,Over a month,Yes
North,Bombali,Gbendembu Ngowahun,Kortuhun,CHP Well,bn2yri0t,//akvoflow-110.s3.amazonaws.com/images/a438a9fe-1bdd-44bf-874c-b2cd04f5ac54.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Health Facility,Health Facility,Yes,No,No Hand pump,More than a year,No
North,Koinadugu,Nieni,Komoya,Marieya Community hand pump,bzd7nreo,//akvoflow-110.s3.amazonaws.com/images/e0b31d49-20e6-415d-a792-d9ed8c60ae34.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,Water point has never broken down,No
North,Tonkolili,Kholifa Rowala,robol,robol tap,b364v41e,//akvoflow-110.s3.amazonaws.com/images/351130f6-0000-4ec7-a22b-436a15a1d778.jpg,Sand/Sub-surface dam (with well or standpipe),No - Broken down,Seasonal,Yes,Community,Other community group,No,No,stand pipe,Over a month,No
North,Koinadugu, Wara Wara Bafodia,Thallia,Thallia PHU,cpggqykb,//akvoflow-110.s3.amazonaws.com/images/c62be330-7282-4159-b64b-ba777abe50da.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Health Facility,Health Facility,Yes,No,Hand pump,Over a month,Yes
North,Port Loko,Dibia,Roctolon,Community,bgwx9tjw,//akvoflow-110.s3.amazonaws.com/images/0eefe99f-5d6d-4f27-9749-da02a309b908.jpg,Tube well or borehole,Yes – Functional (but not in use),Seasonal,Yes,Community,Other community group,Yes,Yes,Hand pump,Water point has never broken down,No
North,Bombali,Sella Limba,Kamethe 1,Kamethe 1 com well 2.,c807odcs,//akvoflow-110.s3.amazonaws.com/images/d79ae018-26f4-4e3e-ae8f-c30611d39b98.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,NGO,Yes,No,Hand pump,More than a year,Yes
North,Koinadugu, Wara Wara Bafodia,Badodaia,Kahbatan pipe,ccy5az4o,//akvoflow-110.s3.amazonaws.com/images/ad91731b-d82e-4b1c-b536-4317357eef5d.jpg,Sand/Sub-surface dam (with well or standpipe),Yes – Functional (and in use),Always water,Yes,Community,Other community group,Yes,No,Gravity,Over a month,No
